,Anchors,Precisions,Classes,Predicted Sales,Sales,Dates
226,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', 'PromoOpen > 24160.25', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 36.00']",0.627888123226591,3.0,5163.529,4042.0,2014-10-30
227,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 3.00', '70.00 < CompetitionOpen <= 24158.00', '870.00 < CompetitionDistance <= 10690.00', '8.00 < Month <= 10.00', 'PromoOpen > 48.00', 'CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceYear <= 2013.00']",0.6305897602073882,3.0,4820.1567,3761.0,2014-10-29
228,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', 'DayOfWeek <= 2.00', 'PromoOpen > 24160.25', '8.00 < Month <= 10.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00']",0.6241025641025642,3.0,4746.96,3364.0,2014-10-28
229,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '870.00 < CompetitionDistance <= 1700.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < Month <= 10.00']",0.7783505154639175,3.0,5045.7114,4260.0,2014-10-27
230,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 3.00', '70.00 < CompetitionOpen <= 24158.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2011.00']",0.804247460757156,2.0,4149.211,4596.0,2014-10-25
231,"['70.00 < CompetitionOpen <= 107.00', '3.00 < DayOfWeek <= 5.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 2960.00', '8.00 < Month <= 10.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.614354579539368,3.0,5599.6724,4196.0,2014-10-24
232,"['870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', 'Promo2SinceYear <= 0.00', '70.00 < CompetitionOpen <= 107.00', '8.00 < Month <= 10.00', 'Promo2SinceWeek <= 0.00', '0.00 < Promo <= 1.00', 'CompetitionOpenSinceMonth > 6.00']",0.5548814120242692,3.0,5564.2764,4466.0,2014-10-23
233,"['870.00 < CompetitionDistance <= 2960.00', 'Assortment <= 1.00', '2.00 < DayOfWeek <= 3.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 5.00', '70.00 < CompetitionOpen <= 107.00', '0.00 < Promo <= 1.00', '8.00 < Month <= 10.00']",0.7028772753963594,3.0,5416.9517,4868.0,2014-10-22
234,"['870.00 < CompetitionDistance <= 1700.00', '1.00 < DayOfWeek <= 2.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'Month <= 10.00', 'Promo2SinceYear <= 0.00']",0.7698815566835872,4.0,5803.493,4678.0,2014-10-21
235,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 0.00', '3.00 < Month <= 10.00', 'DayOfWeek <= 5.00']",0.638872225554889,4.0,7011.1465,4652.0,2014-10-20
236,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceWeek <= 5.00']",0.795472287275566,2.0,4213.892,4169.0,2014-10-18
237,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 2960.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 107.00', '4.00 < DayOfWeek <= 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '8.00 < Month <= 10.00', 'Promo2SinceYear <= 0.00']",0.704,3.0,4960.386,3720.0,2014-10-17
238,"['Assortment <= 1.00', 'Promo <= 0.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 4.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 10690.00', 'Month > 8.00']",0.6823406478578893,3.0,4819.5864,3430.0,2014-10-16
239,"['Promo <= 0.00', '70.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', 'PromoOpen > 48.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 10690.00', 'Promo2SinceYear <= 2009.00', '3.00 < Month <= 10.00', 'Promo2SinceWeek <= 35.00']",0.7066115702479339,3.0,4760.8677,3775.0,2014-10-15
240,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', 'DayOfWeek <= 2.00', 'PromoOpen > 48.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 107.00', '2.00 < Month <= 10.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6805460750853243,3.0,4759.1606,3681.0,2014-10-14
241,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00', '8.00 < Month <= 10.00', 'Promo2SinceYear <= 0.00']",0.7562929061784897,3.0,5067.3003,4033.0,2014-10-13
242,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Assortment <= 1.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 107.00', '8.00 < Month <= 10.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', 'DayOfWeek <= 6.00', '0.00 < CompetitionOpenSinceMonth <= 9.00']",0.5230852797392721,3.0,4571.631,4743.0,2014-10-11
243,"['870.00 < CompetitionDistance <= 2960.00', 'DayOfWeek > 4.00', 'Promo > 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2009.00', '70.00 < CompetitionOpen <= 24171.00', '3.00 < Month <= 10.00', 'PromoOpen > 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7154065620542083,4.0,6019.1274,4396.0,2014-10-10
244,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 24178.00', '70.00 < CompetitionOpen <= 24158.00', '3.00 < Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.7390202702702703,4.0,6144.694,4654.0,2014-10-09
245,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '2.00 < DayOfWeek <= 3.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24178.00', 'Promo2SinceYear <= 2013.00', '2.00 < Month <= 10.00']",0.7451171875,4.0,6189.9307,4944.0,2014-10-08
246,"['870.00 < CompetitionDistance <= 1700.00', '1.00 < DayOfWeek <= 2.00', 'Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', 'Month <= 10.00', 'Promo2SinceYear <= 2011.00']",0.7560553633217993,4.0,6382.8467,5439.0,2014-10-07
247,"['0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 2960.00', 'PromoOpen > 24160.25', 'DayOfWeek <= 1.00', '3.00 < Month <= 10.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00', 'Assortment <= 3.00']",0.7903846153846154,5.0,7673.9995,5402.0,2014-10-06
248,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'Assortment <= 1.00', '48.00 < PromoOpen <= 24178.00', 'CompetitionOpen > 70.00', 'Month <= 10.00', 'CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2013.00', 'DayOfWeek <= 6.00']",0.541907514450867,3.0,4571.631,5355.0,2014-10-04
249,"['870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', '3.00 < DayOfWeek <= 4.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 29.00', '2.00 < Month <= 10.00']",0.6748998664886515,4.0,6144.694,5400.0,2014-10-02
250,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 24168.75', '2.00 < Month <= 10.00']",0.7010221465076661,4.0,6189.9307,4712.0,2014-10-01
251,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00', '1.00 < DayOfWeek <= 2.00', '24168.75 < PromoOpen <= 24178.00', '8.00 < Month <= 10.00', 'Promo2SinceWeek <= 14.00', 'Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00']",0.7763578274760383,4.0,6842.2656,4919.0,2014-09-30
252,"['0.00 < Promo <= 1.00', 'PromoOpen > 24168.75', '870.00 < CompetitionDistance <= 2960.00', 'DayOfWeek <= 1.00', '70.00 < CompetitionOpen <= 107.00', '2.00 < Month <= 10.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.7746666666666666,5.0,7178.934,5280.0,2014-09-29
253,"['Assortment <= 1.00', '5.00 < DayOfWeek <= 6.00', 'Promo <= 1.00', 'CompetitionOpenSinceMonth > 6.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceWeek <= 5.00', 'CompetitionDistance > 870.00', 'Month <= 10.00']",0.7723292469352014,2.0,3975.1555,3914.0,2014-09-27
254,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', 'PromoOpen <= 24178.00', 'Promo2SinceYear <= 2013.00', '8.00 < Month <= 10.00', 'DayOfWeek > 4.00', 'CompetitionOpenSinceMonth <= 9.00']",0.778372591006424,2.0,4480.952,3518.0,2014-09-26
255,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', 'PromoOpen <= 24178.00', 'Promo2SinceYear <= 2013.00', '8.00 < Month <= 10.00', 'DayOfWeek > 3.00', 'Promo2SinceWeek <= 35.00']",0.7583947583947583,2.0,4306.527,2462.0,2014-09-25
256,"['Assortment <= 1.00', 'Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek > 2.00', '6.00 < Month <= 10.00', 'PromoOpen <= 24178.00']",0.7591436217662801,2.0,4296.8306,3405.0,2014-09-24
257,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek > 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.7556528081692195,2.0,4450.2104,3407.0,2014-09-23
258,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'DayOfWeek <= 1.00', '70.00 < CompetitionOpen <= 107.00', '48.00 < PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.7508555783709788,3.0,4718.4517,3982.0,2014-09-22
259,"['Promo <= 0.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 2960.00']",0.8110902255639098,2.0,3975.1555,3911.0,2014-09-20
260,"['Assortment <= 1.00', '4.00 < DayOfWeek <= 5.00', '24168.75 < PromoOpen <= 24178.00', '870.00 < CompetitionDistance <= 1700.00', '8.00 < Month <= 10.00', '70.00 < CompetitionOpen <= 24158.00', 'Promo2SinceYear <= 2013.00', 'Promo2SinceWeek <= 14.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.8179271708683473,3.0,5488.617,4128.0,2014-09-19
261,"['Assortment <= 1.00', '3.00 < DayOfWeek <= 4.00', '70.00 < CompetitionOpen <= 107.00', 'CompetitionOpenSinceMonth > 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00', '24168.75 < PromoOpen <= 24178.00', '8.00 < Month <= 10.00', '0.00 < Promo <= 1.00']",0.6308871851040526,3.0,5421.4233,3740.0,2014-09-18
262,"['870.00 < CompetitionDistance <= 2960.00', 'Assortment <= 1.00', '2.00 < DayOfWeek <= 4.00', '70.00 < CompetitionOpen <= 107.00', '24168.75 < PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 5.00', '8.00 < Month <= 10.00', 'Promo > 0.00', 'Promo2SinceYear <= 2013.00']",0.6730245231607629,3.0,5454.87,4383.0,2014-09-17
263,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', '1.00 < DayOfWeek <= 2.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'Month <= 10.00', 'Promo2SinceYear <= 2011.00']",0.7696381288614298,4.0,6164.6597,4381.0,2014-09-16
264,"['24168.75 < PromoOpen <= 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 10690.00', 'Promo2SinceWeek <= 0.00', '6.00 < Month <= 10.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 0.00']",0.7642857142857142,5.0,7128.728,4611.0,2014-09-15
265,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00']",0.7731864095500459,2.0,4081.8455,4270.0,2014-09-13
266,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Assortment <= 1.00', '24168.75 < PromoOpen <= 24178.00', '6.00 < Month <= 10.00', '70.00 < CompetitionOpen <= 107.00', '4.00 < DayOfWeek <= 5.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00', '3.00 < CompetitionOpenSinceMonth <= 9.00']",0.5953266064790228,3.0,4650.1777,3906.0,2014-09-12
267,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', 'PromoOpen <= 24178.00', 'DayOfWeek > 1.00', '6.00 < Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.7641196013289037,2.0,4522.0103,3392.0,2014-09-11
268,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 70.00', 'PromoOpen <= 24178.00', '6.00 < Month <= 10.00', 'DayOfWeek > 1.00', 'Promo2SinceYear <= 2013.00']",0.7551775147928994,2.0,4516.3633,3275.0,2014-09-10
269,"['Promo <= 0.00', 'Assortment <= 1.00', '24168.75 < PromoOpen <= 24178.00', 'DayOfWeek <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 10690.00', '3.00 < Month <= 10.00']",0.6901605024424284,3.0,4629.69,3377.0,2014-09-09
270,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '70.00 < CompetitionOpen <= 107.00', 'PromoOpen > 24168.75', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < Month <= 10.00']",0.7179115300942712,3.0,5061.1074,3676.0,2014-09-08
271,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 2960.00']",0.792,2.0,4075.041,3959.0,2014-09-06
272,"['870.00 < CompetitionDistance <= 2960.00', '4.00 < DayOfWeek <= 5.00', 'Assortment <= 1.00', 'PromoOpen <= 24178.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceWeek <= 5.00', '8.00 < Month <= 10.00', 'Promo2SinceYear <= 2013.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.8031746031746032,3.0,5740.877,4706.0,2014-09-05
273,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 4.00', '24168.75 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '8.00 < Month <= 10.00', 'Promo2SinceYear <= 0.00', '70.00 < CompetitionOpen <= 107.00', '0.00 < Promo <= 1.00', 'Promo2SinceWeek <= 5.00', 'CompetitionOpenSinceMonth <= 9.00']",0.5307739183424741,3.0,5719.648,4346.0,2014-09-04
274,"['870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '2.00 < DayOfWeek <= 3.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', 'PromoOpen > 24168.75', '3.00 < Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.6977886977886978,4.0,5901.86,4978.0,2014-09-03
275,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '1.00 < DayOfWeek <= 2.00', 'CompetitionOpen > 70.00', '5.00 < Month <= 10.00', 'PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7609699769053118,4.0,6575.1416,5008.0,2014-09-02
276,"['Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'Month <= 10.00', 'CompetitionOpen > 36.00', 'PromoOpen <= 24178.00']",0.7526570048309179,5.0,7879.8184,5464.0,2014-09-01
277,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 3.00', 'Promo2SinceYear <= 2013.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00']",0.83984375,2.0,4300.6895,4094.0,2014-08-30
278,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', '4.00 < DayOfWeek <= 5.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00', '6.00 < Month <= 8.00', '48.00 < PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 14.00']",0.6774764150943396,3.0,5108.82,3869.0,2014-08-29
279,"['CompetitionDistance > 870.00', 'Promo <= 0.00', '3.00 < DayOfWeek <= 4.00', 'Assortment <= 1.00', 'CompetitionOpen > 70.00', '29.00 < PromoOpen <= 24178.00', 'CompetitionOpenSinceMonth <= 9.00', '2.00 < Month <= 8.00', 'Promo2SinceYear <= 2013.00', 'Promo2SinceWeek <= 35.00']",0.5825809877854488,3.0,4678.367,3920.0,2014-08-28
280,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 3.00', '70.00 < CompetitionOpen <= 107.00', '24168.75 < PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', '870.00 < CompetitionDistance <= 10690.00', 'Month <= 8.00', 'Promo2SinceWeek <= 5.00']",0.6796296296296296,3.0,4622.8013,3148.0,2014-08-27
281,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 2.00', '870.00 < CompetitionDistance <= 10690.00', '70.00 < CompetitionOpen <= 107.00', '48.00 < PromoOpen <= 24178.00', '5.00 < Month <= 8.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2009.00']",0.7008928571428571,3.0,4657.405,3396.0,2014-08-26
282,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', 'DayOfWeek <= 1.00', '29.00 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 107.00', '3.00 < Month <= 10.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.771622934888241,3.0,5169.255,3414.0,2014-08-25
283,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceWeek <= 5.00']",0.7725788900979326,2.0,4099.264,3582.0,2014-08-23
284,"['Assortment <= 1.00', '4.00 < DayOfWeek <= 5.00', '70.00 < CompetitionOpen <= 107.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpenSinceMonth > 6.00', 'Promo2SinceWeek <= 0.00', 'PromoOpen <= 24178.00', 'Month <= 10.00']",0.5459636024265049,3.0,5712.5815,3971.0,2014-08-22
285,"['Promo2SinceWeek <= 0.00', '3.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 2960.00', 'Assortment <= 1.00', '6.00 < Month <= 10.00', '24160.25 < PromoOpen <= 24178.00', '70.00 < CompetitionOpen <= 107.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2013.00']",0.6393054459352802,3.0,5714.609,4327.0,2014-08-21
286,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '6.00 < Month <= 8.00', '70.00 < CompetitionOpen <= 107.00', '29.00 < PromoOpen <= 24178.00', 'Promo2SinceYear <= 0.00']",0.7198067632850241,4.0,5799.603,4280.0,2014-08-20
287,"['870.00 < CompetitionDistance <= 2960.00', 'Promo > 0.00', '1.00 < DayOfWeek <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24171.00', 'Month <= 8.00', 'Promo2SinceYear <= 2011.00', 'PromoOpen <= 24178.00']",0.7583102493074793,4.0,6483.161,5190.0,2014-08-19
288,"['Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'CompetitionOpen > 70.00', 'PromoOpen > 29.00']",0.7717391304347826,5.0,7592.002,5623.0,2014-08-18
289,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpen > 70.00', 'CompetitionOpenSinceMonth > 6.00', 'Promo2SinceYear <= 2013.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00']",0.7933333333333333,2.0,4112.7964,4425.0,2014-08-16
290,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', '6.00 < Month <= 8.00', '1.00 < DayOfWeek <= 5.00', '24160.25 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', '36.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00']",0.6634255796559462,3.0,4773.6367,3746.0,2014-08-15
291,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '3.00 < DayOfWeek <= 4.00', '29.00 < PromoOpen <= 24178.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2009.00', '5.00 < Month <= 8.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 10.00']",0.6882776686313032,3.0,4589.4707,3906.0,2014-08-14
292,"['Promo <= 0.00', 'CompetitionDistance > 870.00', '2.00 < DayOfWeek <= 3.00', '10.50 < PromoOpen <= 24178.00', 'CompetitionOpen > 70.00', '6.00 < Month <= 8.00', 'CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceWeek <= 35.00']",0.6049073610415624,3.0,4553.0874,4069.0,2014-08-13
293,"['Assortment <= 1.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 2.00', 'Promo2SinceWeek <= 0.00', '70.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 0.00', '3.00 < Month <= 8.00', '10.50 < PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 10690.00']",0.592391304347826,3.0,4610.7217,3185.0,2014-08-12
294,"['Assortment <= 1.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '24168.75 < PromoOpen <= 24178.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 10690.00', '3.00 < Month <= 8.00']",0.7505270555165144,3.0,5134.933,3886.0,2014-08-11
295,"['Assortment <= 1.00', 'DayOfWeek > 5.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo <= 0.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 2960.00']",0.7715736040609137,2.0,4078.5723,4174.0,2014-08-09
296,"['Promo2SinceWeek <= 35.00', 'Assortment <= 1.00', '4.00 < DayOfWeek <= 5.00', '870.00 < CompetitionDistance <= 2960.00', '24168.75 < PromoOpen <= 24178.00', '70.00 < CompetitionOpen <= 107.00', '6.00 < Month <= 10.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '0.00 < Promo <= 1.00', 'Promo2SinceYear <= 2013.00']",0.7149791955617198,3.0,5690.084,4451.0,2014-08-08
297,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 4.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', 'Promo > 0.00', 'PromoOpen <= 24178.00', 'Month <= 10.00']",0.6509695290858726,3.0,5696.15,4154.0,2014-08-07
298,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 70.00', 'PromoOpen > 10.50', '5.00 < Month <= 8.00']",0.7523727351164797,4.0,5770.809,5337.0,2014-08-06
299,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', 'CompetitionOpen > 70.00', '1.00 < DayOfWeek <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2009.00', 'Month <= 10.00']",0.7610264635124299,4.0,6445.802,5433.0,2014-08-05
